"","apprehension_date","arrests","TEXAS","WISCONSIN","ILLINOIS","MINNESOTA","OREGON"
"889",2026-02-18,7,NA,NA,7.28571428571429,NA,NA
"890",2026-02-18,8,NA,NA,NA,6.28571428571429,NA
"891",2026-02-18,1,NA,NA,NA,NA,2.42857142857143
"892",2026-02-18,307,227.428571428571,NA,NA,NA,NA
"893",2026-02-18,5,NA,5.28571428571429,NA,NA,NA
"894",2026-02-19,11,NA,NA,7.57142857142857,NA,NA
"895",2026-02-19,6,NA,NA,NA,6.42857142857143,NA
"896",2026-02-19,271,223.428571428571,NA,NA,NA,NA
"897",2026-02-19,5,NA,4.85714285714286,NA,NA,NA
"898",2026-02-20,9,NA,NA,8.57142857142857,NA,NA
"899",2026-02-20,6,NA,4.57142857142857,NA,5,NA
"900",2026-02-20,2,NA,NA,NA,NA,2.42857142857143
"901",2026-02-20,273,232.285714285714,NA,NA,NA,NA
"902",2026-02-21,2,NA,NA,7.71428571428571,4.42857142857143,NA
"903",2026-02-21,200,238.428571428571,NA,NA,NA,NA
"904",2026-02-21,1,NA,4.57142857142857,NA,NA,NA
"905",2026-02-22,5,NA,NA,8.57142857142857,NA,NA
"906",2026-02-22,2,NA,NA,NA,4.42857142857143,NA
"907",2026-02-22,117,234.285714285714,NA,NA,NA,NA
"908",2026-02-22,1,NA,5,NA,NA,NA
"909",2026-02-23,9,NA,NA,9,NA,NA
"910",2026-02-23,2,NA,NA,NA,3.71428571428571,NA
"911",2026-02-23,1,NA,NA,NA,NA,1.71428571428571
"912",2026-02-23,224,234,NA,NA,NA,NA
"913",2026-02-23,3,NA,4.71428571428571,NA,NA,NA
"914",2026-02-24,11,NA,4.71428571428571,10.2857142857143,NA,NA
"915",2026-02-24,5,NA,NA,NA,3.85714285714286,NA
"916",2026-02-24,1,NA,NA,NA,NA,1.57142857142857
"917",2026-02-24,277,226,NA,NA,NA,NA
"918",2026-02-25,13,NA,NA,10.5714285714286,NA,NA
"919",2026-02-25,8,NA,4.71428571428571,NA,4.14285714285714,NA
"920",2026-02-25,1,NA,NA,NA,NA,1.57142857142857
"921",2026-02-25,278,224.571428571429,NA,NA,NA,NA
"922",2026-02-26,14,NA,NA,12.1428571428571,NA,NA
"923",2026-02-26,1,NA,NA,NA,4.85714285714286,NA
"924",2026-02-26,3,NA,5,NA,NA,1.57142857142857
"925",2026-02-26,269,229.142857142857,NA,NA,NA,NA
"926",2026-02-27,18,NA,NA,12.2857142857143,NA,NA
"927",2026-02-27,7,NA,NA,NA,4.85714285714286,NA
"928",2026-02-27,2,NA,NA,NA,NA,1.57142857142857
"929",2026-02-27,217,229.428571428571,NA,NA,NA,NA
"930",2026-02-27,6,NA,5.71428571428571,NA,NA,NA
"931",2026-02-28,190,224.285714285714,NA,NA,NA,NA
"932",2026-02-28,1,NA,4.85714285714286,NA,NA,NA
"933",2026-03-01,4,NA,NA,12.8571428571429,NA,NA
"934",2026-03-01,149,222.285714285714,NA,NA,NA,NA
"935",2026-03-02,16,NA,NA,11.5714285714286,NA,NA
"936",2026-03-02,4,NA,NA,NA,4.57142857142857,NA
"937",2026-03-02,1,NA,NA,NA,NA,1.57142857142857
"938",2026-03-02,226,218,NA,NA,NA,NA
"939",2026-03-02,3,NA,4.42857142857143,NA,NA,NA
"940",2026-03-03,10,NA,NA,11,NA,NA
"941",2026-03-03,7,NA,NA,NA,4,NA
"942",2026-03-03,2,NA,NA,NA,NA,1.57142857142857
"943",2026-03-03,241,223.142857142857,NA,NA,NA,NA
"944",2026-03-03,8,NA,4.28571428571429,NA,NA,NA
"945",2026-03-04,15,NA,NA,8.85714285714286,NA,NA
"946",2026-03-04,2,NA,NA,NA,4,NA
"947",2026-03-04,1,NA,NA,NA,NA,1.42857142857143
"948",2026-03-04,264,224.571428571429,NA,NA,NA,NA
"949",2026-03-04,5,NA,3.57142857142857,NA,NA,NA
"950",2026-03-05,4,NA,NA,10.5714285714286,NA,NA
"951",2026-03-05,3,NA,NA,NA,4,NA
"952",2026-03-05,1,NA,NA,NA,NA,1.28571428571429
"953",2026-03-05,239,219.857142857143,NA,NA,NA,NA
"954",2026-03-05,5,NA,4.42857142857143,NA,NA,NA
"955",2026-03-06,10,NA,NA,11.2857142857143,NA,NA
"956",2026-03-06,4,NA,NA,NA,3.71428571428571,NA
"957",2026-03-06,1,NA,NA,NA,NA,0
"958",2026-03-06,253,215.857142857143,NA,NA,NA,NA
"959",2026-03-06,2,NA,6,NA,NA,NA
"960",2026-03-07,3,NA,NA,0,NA,NA
"961",2026-03-07,1,NA,0,NA,0,NA
"962",2026-03-07,200,214,NA,NA,NA,NA
"963",2026-03-08,116,176.428571428571,NA,NA,NA,NA
"964",2026-03-09,16,NA,NA,0,NA,NA
"965",2026-03-09,7,NA,0,NA,0,NA
"966",2026-03-09,2,NA,NA,NA,NA,0
"967",2026-03-09,198,0,NA,NA,NA,NA
"968",2026-03-10,21,NA,NA,0,NA,NA
"969",2026-03-10,2,NA,NA,NA,0,NA
"970",2026-03-10,1,NA,NA,NA,NA,0
"971",2026-03-10,228,0,NA,NA,NA,NA
"972",2026-03-10,14,NA,0,NA,NA,NA
"973",2026-09-17,1,0,NA,NA,NA,NA
